u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
413015057,2126619211,0,35235460,2,8,Regional Road 8,secondary,80,False,True,102.61200000000001,,"LINESTRING (-81.4121629 46.6172013, -81.4122363 46.6170238, -81.412326 46.6168607, -81.4124464 46.6167053, -81.4125845 46.6165874, -81.4127353 46.6164821, -81.4128331 46.6164239)",,,
413015057,413151060,0,35240229,2,8,Regional Road 8,secondary,80,False,False,523.278,,"LINESTRING (-81.4121629 46.6172013, -81.4121573 46.6181822, -81.4120833 46.6187584, -81.4119946 46.6191187, -81.411632 46.6201581, -81.4116111 46.620218, -81.41151 46.6206684, -81.4110306 46.6218172)",,,
413016639,413134266,0,35234295,2,,Fraser Mine Road,residential,,False,True,444.509,,"LINESTRING (-81.3384778 46.6636636, -81.3393523 46.663445, -81.3396391 46.6633182, -81.3400558 46.663074, -81.3406154 46.6626763, -81.3421231 46.6613219, -81.3425782 46.6609426)",,,
413016639,413009195,0,35240901,2,,,residential,,False,True,213.14600000000002,,"LINESTRING (-81.3384778 46.6636636, -81.3383725 46.6635379, -81.3382675 46.6634752, -81.3381235 46.6634307, -81.3372733 46.6633432, -81.3367629 46.6632457, -81.3365009 46.6631655, -81.336304 46.6630311, -81.3361199 46.6628426)",,,
413016639,413134026,0,35247714,2,,,residential,,False,False,198.68699999999998,,"LINESTRING (-81.3384778 46.6636636, -81.3380212 46.6638089, -81.3377738 46.6639537, -81.3376312 46.6641431, -81.3376326 46.664377, -81.3377387 46.6646107, -81.3379626 46.66488, -81.3381988 46.6650233)",,,
413018395,413005479,0,35236708,2,,Dana Street,residential,,False,False,114.842,,"LINESTRING (-81.3333362 46.5873958, -81.3334583 46.5873967, -81.3341765 46.5873965, -81.3347031 46.5873963, -81.334839 46.5873962)",,,
413018395,413212435,0,35242235,2,,Normand Avenue,residential,,False,False,212.874,,"LINESTRING (-81.3333362 46.5873958, -81.3333446 46.587433, -81.3333421 46.5887482, -81.3333303 46.5890458, -81.33329 46.5893082)",,,
413018395,413148788,0,35242235,2,,Normand Avenue,residential,,False,True,110.842,,"LINESTRING (-81.3333362 46.5873958, -81.3333237 46.5873718, -81.3332914 46.587344, -81.3332511 46.5873219, -81.3331948 46.5873072, -81.3331333 46.5873017, -81.3319455 46.5873051)",,,
413020657,413007824,0,35226525,2,,Houle Avenue,residential,,False,True,30.993,,"LINESTRING (-81.3277892 46.5864172, -81.3277834 46.5861385)",,,
413020657,413164262,0,35231889,2,,Omer Street,residential,,False,False,102.74,,"LINESTRING (-81.3277892 46.5864172, -81.3264448 46.586421)",,,
413020657,413261322,0,35254176,2,,Houle Avenue,residential,,False,False,129.084,,"LINESTRING (-81.3277892 46.5864172, -81.3278093 46.587578)",,,
413022912,412992246,0,35251184,2,,Fourth Avenue,residential,,False,False,105.39,,"LINESTRING (-81.3926001 46.6427563, -81.3918087 46.6435329)",,,
413022912,413032435,0,35252891,2,,Third Avenue N,residential,,False,False,214.17,,"LINESTRING (-81.3926001 46.6427563, -81.3948949 46.6438643)",,,
413022912,413140754,0,35254856,2,,Church Street,residential,,False,True,120.07,,"LINESTRING (-81.3926001 46.6427563, -81.3934822 46.6418623)",,,
413022912,413088823,0,35257472,2,,Third Avenue N,residential,,False,True,58.431,,"LINESTRING (-81.3926001 46.6427563, -81.3919578 46.6424705)",,,
413023264,413042070,0,35229564,2,,Nickel Street,residential,,False,True,153.062,,"LINESTRING (-81.3845113 46.6445116, -81.38564 46.6433739)",,,
413023264,413033399,0,35255871,2,,,residential,,False,False,54.746,,"LINESTRING (-81.3845113 46.6445116, -81.3850753 46.6448157)",,,
413023264,413241435,0,35234094,2,,Tenth Avenue,residential,,False,False,139.421,,"LINESTRING (-81.3845113 46.6445116, -81.3836938 46.6453243, -81.3836422 46.6454234, -81.3837478 46.6455671)",,,
413027951,413037102,0,35250985,2,,,residential,,False,False,599.519,,"LINESTRING (-81.1216748 46.7118946, -81.1227998 46.7118484, -81.124082 46.711856, -81.1243305 46.7118378, -81.1250237 46.711711, -81.1254684 46.7116835, -81.126149 46.7117998, -81.1266203 46.7119162, -81.1269082 46.7119609, -81.1279419 46.7119778, -81.1283605 46.7119593, -81.1292237 46.7118503, -81.1294198 46.7117961)",,,
413027951,413152030,0,35250985,2,,,residential,,False,True,2530.86,,"LINESTRING (-81.1216748 46.7118946, -81.1213607 46.7118769, -81.1202096 46.7119591, -81.1198435 46.7120675, -81.1196604 46.7120947, -81.1189146 46.7120955, -81.1186528 46.7120328, -81.1183385 46.7118891, -81.1181287 46.7116823, -81.1175656 46.7114399, -81.1160467 46.7108475, -81.1152478 46.7104794, -81.1143961 46.7098413, -81.1140293 46.7096347, -81.1119082 46.7088088, -81.1099976 46.7085137, -81.1096705 46.708505, -81.1093826 46.7084603, -81.1086891 46.708407, -81.1080479 46.7083086, -81.1071315 46.7079855, -81.1067779 46.7078148, -81.1064373 46.7075992, -81.1057685 46.7067539, -81.1053885 46.7064122, -81.1047989 46.7059628, -81.1041832 46.7055494, -81.103385 46.7054062, -81.1025999 46.7053349, -81.1022335 46.7052722, -81.1018803 46.7052635, -81.1011348 46.7053182, -81.100389 46.7052648, -81.0989892 46.7052211, -81.0984657 46.7051225, -81.0980075 46.7049249, -81.0974313 46.7045744, -81.0966849 46.7041701, -81.0962656 46.7037745, -81.0958198 46.7031899, -81.0958063 46.702938, -81.0958321 46.702749, -81.0959623 46.7023889, -81.0961713 46.7022357, -81.0969162 46.7018211)",,,
413027951,2557344576,0,"[249058353, 249058362, 249044804, 249044828]",2,,,residential,,False,False,1268.4510000000002,,"LINESTRING (-81.1216748 46.7118946, -81.122137 46.7121546, -81.1224526 46.7123867, -81.1228225 46.7126189, -81.1232796 46.7128512, -81.1235844 46.7128887, -81.1240295 46.7130419, -81.1242051 46.7131454, -81.1244623 46.7133049, -81.1246338 46.7133944, -81.1248214 46.7134559, -81.125 46.7134872, -81.1251233 46.7135088, -81.1252905 46.7135422, -81.1253639 46.7135674, -81.1254048 46.7136094, -81.1254131 46.713671, -81.1253929 46.7137551, -81.1253403 46.7139149, -81.125308 46.7140551, -81.1252757 46.7141897, -81.1252067 46.7143355, -81.1251621 46.714428, -81.1252275 46.7145093, -81.1253663 46.7145932, -81.1255214 46.7146715, -81.1255623 46.7147275, -81.1255259 46.7148256, -81.1254446 46.7149322, -81.1250172 46.7151398, -81.125 46.7151731, -81.1249766 46.7152183, -81.1249688 46.7153361, -81.1249486 46.715423, -81.125 46.7154842, -81.1250426 46.715535, -81.1251569 46.7156021, -81.1253204 46.7157897, -81.1254187 46.7159466, -81.1254515 46.7160587, -81.1254517 46.7161287, -81.1253826 46.7162073, -81.1252768 46.7162915, -81.1251914 46.7163925, -81.1251752 46.7164738, -81.1251877 46.7165522, -81.1252368 46.7166419, -81.1253144 46.7167175, -81.1255687 46.7168291, -81.1256789 46.7168906, -81.125891 46.7169212, -81.1261643 46.7169685, -81.1262378 46.7170077, -81.126295 46.7170833, -81.1263197 46.717173, -81.1263484 46.717257, -81.1264587 46.7173522, -81.1265568 46.717439, -81.1266141 46.7175454, -81.1266144 46.7176435, -81.1265658 46.7178033, -81.1265214 46.7179884, -81.126473 46.7182435, -81.1264206 46.7184874, -81.1264093 46.7186499, -81.1264421 46.7187563, -81.1264343 46.7188713, -81.1263898 46.7190283, -81.1265126 46.7192468, -81.126619 46.7193952, -81.126705 46.7195773, -81.1267664 46.7196697, -81.126893 46.7197508, -81.12704 46.719832, -81.1272114 46.7199074, -81.1274359 46.7200025, -81.1276236 46.7200667, -81.1278725 46.7201506, -81.1280357 46.7201728, -81.1281418 46.7202063, -81.1281889 46.7202574)",,,
413030021,413163935,0,35236644,2,,Poplar Street,residential,,False,False,91.78,,"LINESTRING (-81.3333066 46.5921429, -81.3345077 46.5921484)",,,
413030021,413033137,0,35238703,2,,Poplar Street,residential,,False,False,55.858,,"LINESTRING (-81.3333066 46.5921429, -81.3325756 46.592145)",,,
413030021,413055375,0,35229151,2,,Anne Street,residential,,False,False,241.98,,"LINESTRING (-81.3333066 46.5921429, -81.3333168 46.5937987, -81.3332526 46.5939879, -81.3330586 46.5942855)",,,
413030472,412979470,0,249058277,2,,Nelson Lake Road,residential,,False,False,6.983,,"LINESTRING (-81.0971236 46.7153378, -81.0972152 46.7153377)",,,
413030472,413035875,0,249058277,2,,Nelson Lake Road,residential,,False,True,39.53,,"LINESTRING (-81.0971236 46.7153378, -81.0966132 46.7152752)",,,
413030472,413035875,1,35249315,2,,,residential,,False,True,102.02699999999999,,"LINESTRING (-81.0971236 46.7153378, -81.0971763 46.7155717, -81.097111 46.7156258, -81.0968886 46.715671, -81.096797 46.715626, -81.0967314 46.7155451, -81.0966132 46.7152752)",,,
413030683,413260678,0,35238334,2,,Riverside Drive,residential,,False,True,516.054,,"LINESTRING (-81.3485371 46.5894697, -81.349571 46.5898805, -81.3497276 46.58988, -81.3498577 46.5898076, -81.3500128 46.5895641, -81.3500246 46.5873502, -81.3499978 46.5872423, -81.3499061 46.5871886, -81.3497624 46.5871711, -81.3485615 46.5871747)",,,
413030683,413057966,0,35245166,2,,Roberta Avenue,residential,,False,True,126.284,,"LINESTRING (-81.3485371 46.5894697, -81.3485626 46.5893796, -81.3485559 46.5883357)",,,
413030683,413056210,0,35248940,2,,Riverside Drive,residential,,False,False,167.019,,"LINESTRING (-81.3485371 46.5894697, -81.3483933 46.5894431, -81.3463845 46.5896742)",,,
413030799,413246399,0,35248776,2,,Short Street,residential,,False,False,65.406,,"LINESTRING (-81.4146486 46.6228889, -81.4143131 46.6234301)",,,
413030799,413259800,0,35244434,2,,Onaping Drive,residential,,False,False,189.81900000000002,,"LINESTRING (-81.4146486 46.6228889, -81.4152772 46.6231026, -81.4157615 46.6232358, -81.4164021 46.6233055, -81.417016 46.6233033)",,,
413030799,413151060,0,35257116,2,,Onaping Drive,residential,,False,True,302.045,,"LINESTRING (-81.4146486 46.6228889, -81.4122015 46.6222858, -81.4110306 46.6218172)",,,
413032435,413034014,0,35225946,2,,First Avenue,residential,,False,True,102.562,,"LINESTRING (-81.3948949 46.6438643, -81.3955554 46.6430611)",,,
413032435,413022912,0,35252891,2,,Third Avenue N,residential,,False,True,214.17,,"LINESTRING (-81.3948949 46.6438643, -81.3926001 46.6427563)",,,
413032435,413188129,0,35237561,2,,First Avenue,residential,,False,False,183.57899999999998,,"LINESTRING (-81.3948949 46.6438643, -81.394497 46.6448556, -81.3944593 46.6450627, -81.3944623 46.6454767)",,,
413032568,412988022,0,35230776,2,,Levack Drive,residential,,False,False,163.052,,"LINESTRING (-81.3909663 46.6372363, -81.3897599 46.6384463)",,,
413032568,413032568,0,35230776,2,,Levack Drive,residential,,False,False,57.077000000000005,,"LINESTRING (-81.3909663 46.6372363, -81.3910832 46.6371459, -81.3910826 46.6370649, -81.391004 46.6370291, -81.3909258 46.6370564, -81.3909132 46.6371284, -81.3909663 46.6372363)",,,
413032568,413032568,1,35230776,2,,Levack Drive,residential,,False,True,57.077,,"LINESTRING (-81.3909663 46.6372363, -81.3909132 46.6371284, -81.3909258 46.6370564, -81.391004 46.6370291, -81.3910826 46.6370649, -81.3910832 46.6371459, -81.3909663 46.6372363)",,,
413032845,413244458,0,35249319,2,,,residential,,False,True,599.5989999999999,,"LINESTRING (-81.3156387 46.6564304, -81.3160159 46.6561144, -81.3165633 46.6558429, -81.3166674 46.6557707, -81.3166662 46.6555547, -81.3169248 46.655077, -81.3170657 46.6545996, -81.3170378 46.6542847, -81.3170761 46.6541406, -81.317452 46.6535996, -81.3177353 46.6528879, -81.3178246 46.6525187, -81.3179407 46.6522574, -81.3181613 46.6519778, -81.318512 46.6516078)",,,
413032953,413165276,0,35249943,2,,Emile Crescent,residential,,False,True,45.034,,"LINESTRING (-81.3291503 46.591327, -81.3291479 46.590922)",,,
413033137,413030021,0,35238703,2,,Poplar Street,residential,,False,True,55.858,,"LINESTRING (-81.3325756 46.592145, -81.3333066 46.5921429)",,,
413033176,413269398,0,35234021,2,,First avenue Crescent,residential,,False,False,83.8,,"LINESTRING (-81.3915413 46.6385894, -81.3912144 46.6390353, -81.39102 46.6392519)",,,
413033176,413229288,0,"[35239571, 35250214]",2,,High Street,unclassified,"['50', '40']",False,False,941.8610000000003,,"LINESTRING (-81.3915413 46.6385894, -81.3917897 46.6386692, -81.3919131 46.6387208, -81.3920606 46.6387962, -81.3924495 46.6390283, -81.3928009 46.6392143, -81.3930852 46.6393525, -81.3933427 46.6394887, -81.3937718 46.6397225, -81.394201 46.6399656, -81.3946275 46.6402124, -81.3953577 46.640633, -81.3961322 46.6410872, -81.3963468 46.6412253, -81.3965345 46.6413616, -81.3968161 46.6415992, -81.3972319 46.6419711, -81.3973499 46.642089, -81.3973982 46.6421498, -81.3974491 46.6422326, -81.3974825 46.6423152, -81.3974909 46.6423847, -81.3974731 46.6426314, -81.3973449 46.6429649, -81.3972945 46.643226, -81.3972962 46.643451, -81.39735 46.6436668, -81.3974425 46.6438015, -81.3975001 46.6438444, -81.397587 46.643909, -81.3979934 46.6440965, -81.3983612 46.6443562, -81.3985454 46.6445266, -81.3987565 46.6448048)",,,
413033176,413099208,0,35239571,2,,High Street,unclassified,50,False,True,60.122,,"LINESTRING (-81.3915413 46.6385894, -81.3914154 46.6385547, -81.3912345 46.6385127, -81.3909552 46.63846, -81.3909101 46.6384515, -81.3907919 46.6384248)",,,
413033399,413002204,0,35233316,2,,Centre Street,residential,,False,True,110.399,,"LINESTRING (-81.3850753 46.6448157, -81.3859058 46.6440029)",,,
413033399,413023264,0,35255871,2,,,residential,,False,True,54.746,,"LINESTRING (-81.3850753 46.6448157, -81.3845113 46.6445116)",,,
413033399,413220514,0,35238500,2,,Mountain Avenue,residential,,False,True,210.627,,"LINESTRING (-81.3850753 46.6448157, -81.3853246 46.6449588, -81.3856257 46.6450388, -81.3857953 46.6449932, -81.386237 46.6446408, -81.3872922 46.6441782)",,,
413034014,413032435,0,35225946,2,,First Avenue,residential,,False,False,102.562,,"LINESTRING (-81.3955554 46.6430611, -81.3948949 46.6438643)",,,
413034014,413162035,0,35245670,2,,,residential,,False,True,77.395,,"LINESTRING (-81.3955554 46.6430611, -81.3946774 46.6427131)",,,
413034014,413119030,0,35228519,2,,First Avenue,residential,,False,True,170.797,,"LINESTRING (-81.3955554 46.6430611, -81.3960992 46.6423662, -81.3960984 46.6422582, -81.3959273 46.6420878, -81.3954938 46.6417744)",,,
413035679,413058812,0,35254291,2,,McCreedy West Mine Road,unclassified,,False,False,145.305,,"LINESTRING (-81.3940496 46.6354258, -81.3952903 46.6364167)",,,
413035679,413081455,0,35229464,2,,,residential,,False,True,145.27599999999998,,"LINESTRING (-81.3940496 46.6354258, -81.3944925 46.6352443, -81.3947913 46.6350183, -81.3951145 46.6345402, -81.3951528 46.6344231)",,,
413035679,413188213,0,35254291,2,,McCreedy West Mine Road,unclassified,,False,True,41.581,,"LINESTRING (-81.3940496 46.6354258, -81.3939052 46.6353273, -81.3937806 46.6352733, -81.3936168 46.6352023)",,,
413035875,413030472,0,249058277,2,,Nelson Lake Road,residential,,False,False,39.53,,"LINESTRING (-81.0966132 46.7152752, -81.0971236 46.7153378)",,,
413035875,413030472,1,35249315,2,,,residential,,False,False,102.02700000000002,,"LINESTRING (-81.0966132 46.7152752, -81.0967314 46.7155451, -81.096797 46.715626, -81.0968886 46.715671, -81.097111 46.7156258, -81.0971763 46.7155717, -81.0971236 46.7153378)",,,
413035875,2557441838,0,249058277,2,,Nelson Lake Road,residential,,False,True,529.0260000000001,,"LINESTRING (-81.0966132 46.7152752, -81.0964822 46.7151853, -81.0961671 46.7146007, -81.0960619 46.7142858, -81.0959832 46.7141778, -81.0958518 46.713854, -81.0957469 46.7137281, -81.0954456 46.7135034, -81.0952884 46.7134315, -81.0949213 46.7129998, -81.0945545 46.7127122, -81.0943581 46.7126223, -81.0937952 46.7124518, -81.0936116 46.712218, -81.0934139 46.7113722, -81.0933781 46.7113176)",,,
413037102,413027951,0,35250985,2,,,residential,,False,True,599.519,,"LINESTRING (-81.1294198 46.7117961, -81.1292237 46.7118503, -81.1283605 46.7119593, -81.1279419 46.7119778, -81.1269082 46.7119609, -81.1266203 46.7119162, -81.126149 46.7117998, -81.1254684 46.7116835, -81.1250237 46.711711, -81.1243305 46.7118378, -81.124082 46.711856, -81.1227998 46.7118484, -81.1216748 46.7118946)",,,
413037705,413056210,0,35232613,2,,Lionel Avenue,residential,,False,False,147.112,,"LINESTRING (-81.3463891 46.5883512, -81.3463845 46.5896742)",,,
413037705,413123656,0,35234410,2,,Lionel Avenue,residential,,False,True,127.086,,"LINESTRING (-81.3463891 46.5883512, -81.3463819 46.5872083)",,,
413037705,412999075,0,35235557,2,,Arlington Drive,residential,,False,True,108.745,,"LINESTRING (-81.3463891 46.5883512, -81.3449662 46.5883375)",,,
413037705,413057966,0,35236191,2,,Arlington Drive,residential,,False,True,165.732,,"LINESTRING (-81.3463891 46.5883512, -81.3465718 46.5883327, -81.3485559 46.5883357)",,,
413039632,413064931,0,35228117,2,,Onex Shaft Road,residential,,False,False,403.39099999999996,,"LINESTRING (-81.3396081 46.6416659, -81.3393999 46.6418105, -81.3381102 46.6424263, -81.3376669 46.6425896, -81.3366497 46.6429076, -81.3362857 46.6432056, -81.3361683 46.643233, -81.3360375 46.6432243, -81.3357493 46.6430992, -81.3352511 46.6428307)",,,
413039632,413083455,0,35228117,2,,Onex Shaft Road,residential,,False,True,695.8850000000001,,"LINESTRING (-81.3396081 46.6416659, -81.340348 46.6408988, -81.3406212 46.640709, -81.3408818 46.6405912, -81.3421997 46.6402993, -81.3423821 46.6402267, -81.3426295 46.640082, -81.3427983 46.6399105, -81.3429015 46.6397032, -81.3429396 46.6395411, -81.3428971 46.6390193, -81.3427898 46.6385697, -81.3428397 46.6382005, -81.3435414 46.6375955, -81.3436448 46.6374152, -81.3436829 46.6372351, -81.3436931 46.6367851)",,,
413039632,2555106037,0,248771430,2,,Onex Shaft Road,residential,,False,False,189.535,,"LINESTRING (-81.3396081 46.6416659, -81.3395578 46.6418367, -81.339443 46.6420502, -81.3394061 46.6423345, -81.3393946 46.6425566, -81.3393828 46.6427254, -81.3393189 46.6428321, -81.3393194 46.6429121, -81.3394232 46.6430006, -81.3396171 46.6430622, -81.3397727 46.6431949)",,,
413039841,413074461,0,35243735,2,,,residential,,False,False,1035.414,,"LINESTRING (-81.3242245 46.6518618, -81.3251555 46.6523811, -81.3259812 46.6527657, -81.3261517 46.6528732, -81.3262702 46.6530169, -81.3263627 46.6531876, -81.3265755 46.653799, -81.3267608 46.6541854, -81.3270641 46.6546345, -81.3273142 46.6549218, -81.3274321 46.6549754, -81.3278376 46.6550372, -81.329969 46.6552021, -81.3302307 46.6552463, -81.3304794 46.6553176, -81.3308467 46.6555325, -81.3308998 46.6556674, -81.3308352 46.6557936, -81.3306791 46.655911, -81.3304836 46.6560016, -81.3287882 46.6566184, -81.328489 46.6568442, -81.3280482 46.6574305)",,,
413039841,413244458,0,35252706,2,,,residential,,False,True,528.024,,"LINESTRING (-81.3242245 46.6518618, -81.3217732 46.6505998, -81.3214983 46.6505286, -81.3209493 46.6505031, -81.3201268 46.6506494, -81.3197485 46.6507675, -81.3194359 46.6509303, -81.318512 46.6516078)",,,
413039841,413013328,0,35257075,2,,,residential,,False,False,987.6350000000001,,"LINESTRING (-81.3242245 46.6518618, -81.3241859 46.6519609, -81.3242394 46.6521677, -81.3242541 46.6524287, -81.3242158 46.6525908, -81.3240349 46.6529422, -81.3234785 46.6538617, -81.3232839 46.6541053, -81.3227643 46.6546377, -81.322635 46.6548721, -81.3227147 46.6550968, -81.3229919 46.655546, -81.323558 46.6562373, -81.3235203 46.6564984, -81.3232116 46.6573362, -81.3233169 46.6574529, -81.3245088 46.6578725, -81.3270232 46.6586933)",,,
