u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
413235719,413176262,0,35258877,2,,,unclassified,,False,True,172.855,,"LINESTRING (-81.0378826 46.8517902, -81.0380006 46.8517091, -81.0388303 46.8509354, -81.0392459 46.8505478)",,,
413237067,413137067,0,252831153,5,80,Old Highway 69 North,secondary,60,False,False,37.039,,"LINESTRING (-81.0073069 46.609412, -81.0073057 46.6090789)",,,
413237067,10975266546,0,252831153,5,80,Old Highway 69 North,secondary,60,False,True,47.652,,"LINESTRING (-81.0073069 46.609412, -81.0073155 46.6098405)",,,
413237067,413125967,0,35233433,2,,Saint Jean Street,residential,,False,False,321.309,,"LINESTRING (-81.0073069 46.609412, -81.0075237 46.6094152, -81.0099637 46.6094568, -81.0100943 46.6094838, -81.0101727 46.6095648, -81.0101842 46.610325, -81.0101859 46.6104377)",,,
413237322,413014924,0,35233513,2,,Paul Avenue,residential,,False,True,412.377,,"LINESTRING (-81.0147709 46.6154229, -81.0146524 46.6117152)",,,
413237322,413102099,0,37349198,2,,Helene Street,residential,,False,False,101.765,,"LINESTRING (-81.0147709 46.6154229, -81.016103 46.6154047)",,,
413237322,413116773,0,37349198,2,,Helene Street,residential,,False,True,101.765,,"LINESTRING (-81.0147709 46.6154229, -81.0134388 46.6154411)",,,
413237537,413224669,0,35226643,2,,Aurele Court,residential,,False,True,71.257,,"LINESTRING (-80.9520415 46.65239, -80.9520392 46.6522686, -80.9520463 46.6517492)",,,
413238927,413127309,0,35240669,2,,Station Road,residential,,False,False,40.967999999999996,,"LINESTRING (-80.7528056 46.6513342, -80.7524929 46.6511175, -80.7524014 46.6511263)",,,
413238927,413127309,1,35240669,2,,Station Road,residential,,False,True,57.427,,"LINESTRING (-80.7528056 46.6513342, -80.7525442 46.6513426, -80.7524005 46.6513243, -80.7523223 46.6512701, -80.7523226 46.6512072, -80.7524014 46.6511263)",,,
413238927,2545651710,0,"[35229282, 35240669]",2,,Station Road,residential,,False,False,503.96700000000004,,"LINESTRING (-80.7528056 46.6513342, -80.7537831 46.6519213, -80.7543695 46.6522825, -80.755973 46.6531678, -80.7561292 46.6533122, -80.7562461 46.6534744, -80.7563496 46.6537086, -80.7566117 46.6545143, -80.7566719 46.6546992, -80.7567088 46.654761)",,,
413239068,413271313,0,35258456,2,,Martha Street,residential,,False,False,96.859,,"LINESTRING (-80.9546362 46.654094, -80.9533672 46.6540869)",,,
413239068,413150017,0,35258456,2,,Martha Street,residential,,False,True,106.744,,"LINESTRING (-80.9546362 46.654094, -80.9560347 46.6540856)",,,
413239068,3786200991,0,"[35234729, 375234595]",2,,Serenna Drive,residential,,False,"[False, True]",360.24,,"LINESTRING (-80.9546362 46.654094, -80.9546363 46.6541719, -80.9546393 46.6562789, -80.954646 46.6573337)",,,
413239130,413242115,0,35246515,2,,Michelle Drive,residential,,False,False,341.27,,"LINESTRING (-80.964958 46.6587413, -80.9650214 46.6618101)",,,
413239130,413242115,1,35249434,2,,Morrie Court,residential,,False,False,729.6049999999999,,"LINESTRING (-80.964958 46.6587413, -80.9629321 46.6587407, -80.9624616 46.6587675, -80.9623439 46.6588395, -80.9622915 46.6590374, -80.9623681 46.6616742, -80.9624203 46.6617733, -80.962564 46.6618183, -80.9650214 46.6618101)",,,
413239130,413263813,0,35246515,2,,Michelle Drive,residential,,False,True,159.136,,"LINESTRING (-80.964958 46.6587413, -80.9649198 46.6573104)",,,
413239601,413170692,0,35226057,2,,MacLennan Drive,residential,,False,False,168.137,,"LINESTRING (-80.7483164 46.6752985, -80.7468989 46.6764563)",,,
413239601,413017104,0,35228264,2,,MacLennan Drive,residential,,False,True,245.451,,"LINESTRING (-80.7483164 46.6752985, -80.7489202 46.6747689, -80.7497334 46.6742217, -80.7498781 46.6740331, -80.7498398 46.673835, -80.7497492 46.6736368, -80.7496582 46.6735196)",,,
413239601,413002807,0,35257873,2,,Canton Road,residential,,False,True,137.386,,"LINESTRING (-80.7483164 46.6752985, -80.7478988 46.6751176, -80.7476642 46.6749551, -80.7476123 46.674883, -80.7475737 46.6747389, -80.7475889 46.674298)",,,
413239807,412997840,0,35255315,2,,Dominion Drive,tertiary,,False,True,216.618,,"LINESTRING (-80.9869463 46.6382937, -80.9897835 46.6382779)",,,
413239807,413084707,0,554321906,2,,Dominion Drive,tertiary,,False,False,531.556,,"LINESTRING (-80.9869463 46.6382937, -80.9799843 46.6383448)",,,
413239807,413110003,0,35249238,2,88,Elmview Drive,tertiary,,False,False,226.587,,"LINESTRING (-80.9869463 46.6382937, -80.9869923 46.6398062, -80.9870083 46.640331)",,,
413240089,413096068,0,"[37344123, 37345019]",2,,"['Clarence Street', 'George Street']",residential,,False,False,150.503,,"LINESTRING (-81.0082453 46.6285697, -81.0082469 46.6286695, -81.0082577 46.6293626, -81.0083396 46.6294453, -81.0084651 46.6294985, -81.0089876 46.6295165)",,,
413240089,413065983,0,37344123,2,,Clarence Street,residential,,False,True,306.12800000000004,,"LINESTRING (-81.0082453 46.6285697, -81.0082429 46.6284814, -81.0082359 46.6282208, -81.0081728 46.6258919, -81.0081707 46.6258171)",,,
413240089,412995428,0,37344126,2,,John Street,residential,,False,False,27.351999999999997,,"LINESTRING (-81.0082453 46.6285697, -81.0080989 46.6285702, -81.0078871 46.628571)",,,
413240089,413241576,0,37344126,2,,John Street,residential,,False,True,110.543,,"LINESTRING (-81.0082453 46.6285697, -81.0087042 46.6285674, -81.0096929 46.6285625)",,,
413241206,413244040,0,35228612,2,,Ironside Lake Road,residential,,False,False,4000.105999999998,,"LINESTRING (-81.0530986 46.82521, -81.0527316 46.8253002, -81.0526398 46.8253002, -81.0524562 46.8252553, -81.0522464 46.8251384, -81.0519839 46.8248776, -81.051656 46.8247337, -81.051197 46.824599, -81.051092 46.824509, -81.0508297 46.8243741, -81.0505016 46.8240053, -81.0502523 46.8238614, -81.0493998 46.8234839, -81.0485081 46.8232233, -81.0483113 46.8231424, -81.0478522 46.8228186, -81.0476552 46.8224137, -81.0473797 46.8222158, -81.0466846 46.8218472, -81.0461731 46.8216494, -81.0459763 46.8215325, -81.0457534 46.8214426, -81.0454516 46.8210918, -81.0452942 46.8209658, -81.0448088 46.82066, -81.0447563 46.8205521, -81.044743 46.8202641, -81.0449393 46.8198771, -81.0450046 46.8195801, -81.0449782 46.8194361, -81.0446764 46.8189953, -81.0441256 46.8188155, -81.0435749 46.8185817, -81.0431289 46.8182669, -81.0430502 46.818186, -81.0428404 46.8181141, -81.0424733 46.8180692, -81.0421062 46.8179794, -81.0414769 46.8179166, -81.0409263 46.8179618, -81.0407953 46.8180248, -81.0405725 46.8180609, -81.0402971 46.818007, -81.0401398 46.8179081, -81.0398642 46.8175212, -81.0397461 46.8174493, -81.0387891 46.8173236, -81.0386449 46.8173326, -81.0385531 46.8172967, -81.0382909 46.8172698, -81.0380549 46.8171889, -81.0372289 46.8170271, -81.0368881 46.8170273, -81.0356823 46.8172436, -81.0348565 46.8174509, -81.0344634 46.8177119, -81.0339785 46.8179191, -81.0337557 46.8179461, -81.0336116 46.8180452, -81.0334281 46.8180992, -81.0330611 46.8182703, -81.0328777 46.8184323, -81.0326811 46.8184954, -81.0325108 46.8186304, -81.0321962 46.8187835, -81.0318555 46.8189096, -81.0313049 46.8190177, -81.0310297 46.8191348, -81.0309511 46.8192068, -81.0309249 46.8193328, -81.0309775 46.8194768, -81.0309644 46.8196117, -81.0308204 46.8199627, -81.0303619 46.8205118, -81.0301654 46.8206738, -81.0297853 46.8208629, -81.0295362 46.820899, -81.0288153 46.8211241, -81.0284221 46.8212232, -81.0278979 46.8216733, -81.0277538 46.8218263, -81.0274392 46.8220244, -81.0270723 46.8223304, -81.0268103 46.8226545, -81.0267317 46.8228435, -81.0265351 46.8230505, -81.0262861 46.8230775, -81.0258665 46.8230686, -81.0256305 46.8230237, -81.0251848 46.8230508, -81.0247784 46.8232039, -81.0245425 46.8232219, -81.024136 46.823204, -81.0239262 46.8231141, -81.0237033 46.8230691, -81.0234674 46.8230962, -81.0232707 46.8231502, -81.0228512 46.8231233, -81.0225364 46.8228804, -81.0223397 46.8227724, -81.0220775 46.8225835, -81.0214086 46.8219627, -81.0212249 46.8216477, -81.0210938 46.8215758, -81.0209103 46.8215668, -81.0207267 46.8216118, -81.0202287 46.8218189, -81.0201239 46.8220349, -81.020019 46.8221699, -81.0198748 46.8222689, -81.0196913 46.822323, -81.0195996 46.822422, -81.0194686 46.8227459, -81.0192196 46.822962, -81.0185773 46.8231421, -81.01842 46.8232411, -81.0182889 46.8232411, -81.0176072 46.8234122, -81.0172926 46.8235562, -81.0164404 46.8236193, -81.0162045 46.8237094, -81.0158243 46.8237634, -81.0154441 46.8238714, -81.0153392 46.8239614, -81.0151688 46.8240065, -81.0147231 46.8242135, -81.0145265 46.8243305, -81.014107 46.8246221)",,,
413241206,2600244359,0,35246542,2,,Ironside Lake Road,residential,,False,False,354.575,,"LINESTRING (-81.0530986 46.82521, -81.0534393 46.8249669, -81.0537273 46.8245888, -81.0546708 46.8240664, -81.0551559 46.8240752, -81.055418 46.824003, -81.0558635 46.8237689, -81.0561519 46.8236877, -81.0564927 46.8236876, -81.0568124 46.8237834)",,,
413241206,413163743,0,35253926,2,,,residential,,False,False,115.41299999999998,,"LINESTRING (-81.0530986 46.82521, -81.0535838 46.8252638, -81.0541214 46.8253715, -81.0545542 46.8254883)",,,
413241243,413226000,0,35238397,4,80,Old Highway 69 North,secondary,,False,False,81.655,,"LINESTRING (-80.9481679 46.6530654, -80.9492377 46.6530602)",,,
413241243,413182604,0,35238397,4,80,Old Highway 69 North,secondary,,False,True,126.689,,"LINESTRING (-80.9481679 46.6530654, -80.9465081 46.6530736)",,,
413241243,413155149,0,35239760,2,,Saint Joseph Street,residential,,False,False,263.959,,"LINESTRING (-80.9481679 46.6530654, -80.9481687 46.6531678, -80.9481867 46.6554392)",,,
413241248,413027271,0,35237967,2,,Pierre Street,residential,,False,False,121.699,,"LINESTRING (-81.0119361 46.6116885, -81.0135293 46.6116973)",,,
413241248,413132860,0,35241132,2,,Herve Avenue,residential,,False,False,416.359,,"LINESTRING (-81.0119361 46.6116885, -81.0120414 46.6154322)",,,
413241248,413024779,0,35241132,2,,Herve Avenue,residential,,False,True,134.105,,"LINESTRING (-81.0119361 46.6116885, -81.0119619 46.6104826)",,,
413241248,412981768,0,"[35239315, 35237967]",2,,"['Pierre Street', 'Leduc Avenue']",residential,,False,True,506.367,,"LINESTRING (-81.0119361 46.6116885, -81.0107999 46.6116796, -81.0107085 46.6117426, -81.0106825 46.6120576, -81.0107936 46.6154256)",,,
413241262,413206098,0,35247984,2,,St. Anthony Street,residential,,False,True,255.39,,"LINESTRING (-80.9825927 46.650736, -80.9859382 46.6507004)",,,
413241262,413045665,0,35253784,2,,Park Avenue,residential,,False,False,103.086,,"LINESTRING (-80.9825927 46.650736, -80.9826185 46.6516629)",,,
413241262,413194100,0,35253784,2,,Park Avenue,residential,,False,True,107.122,,"LINESTRING (-80.9825927 46.650736, -80.9825538 46.649773)",,,
413241508,8959836864,0,"[35244452, 254229861, 35246982]",2,,,"['unclassified', 'residential']",,False,False,513.2520000000001,yes,"LINESTRING (-81.0488586 46.8483304, -81.0482816 46.8484476, -81.0481897 46.8484477, -81.0473375 46.848772, -81.0470753 46.8489521, -81.0461838 46.8494834, -81.0459217 46.8496725, -81.0458168 46.8497445, -81.0454497 46.8500236, -81.0448073 46.8503028, -81.044204 46.8504381, -81.0436269 46.8504923, -81.0431592 46.8504702)",,,
413241508,8959836864,1,"[254218396, 968460052, 968460053]",2,,Ironside Lake Road North,residential,,False,"[False, True]",566.375,yes,"LINESTRING (-81.0488586 46.8483304, -81.0485086 46.8487974, -81.0482955 46.8490645, -81.0480927 46.8493559, -81.0476108 46.8499005, -81.0472862 46.8502162, -81.0469448 46.8503499, -81.0461406 46.8504493, -81.0459967 46.8504743, -81.0456022 46.8505769, -81.0449936 46.8506671, -81.0445168 46.8506359, -81.0435886 46.8505665, -81.0431592 46.8504702)",,,
413241508,413209475,0,"[254229861, 254229838, 35246983]",2,,Ironside Lake Road North,residential,,False,True,1460.691,,"LINESTRING (-81.0488586 46.8483304, -81.0492386 46.8479883, -81.0494091 46.8479072, -81.0497238 46.8478171, -81.0502481 46.8474749, -81.0504185 46.8473218, -81.0506283 46.8472317, -81.0507593 46.8471417, -81.0510478 46.8470336, -81.0512314 46.8470245, -81.0517034 46.8468533, -81.0520705 46.8466552, -81.052516 46.846259, -81.05325 46.8457637, -81.0533811 46.8457007, -81.05384 46.8455565, -81.0539056 46.8455114, -81.0543644 46.8453312, -81.0557936 46.8449256, -81.0564886 46.8447903, -81.0572622 46.8445649, -81.0575506 46.8444298, -81.0579833 46.8443396, -81.0584948 46.8443753, -81.0586653 46.8443572, -81.0591898 46.844222, -81.0603175 46.8440234, -81.0606453 46.8439152, -81.0606845 46.8438702, -81.0609074 46.8437801, -81.0610536 46.84375, -81.0612241 46.8436719, -81.0616881 46.843592, -81.0620029 46.8434555, -81.0621518 46.843228, -81.0622178 46.8429893, -81.0621345 46.8425687, -81.0621506 46.8421822, -81.0624281 46.8416207, -81.0629638 46.8412755, -81.063121 46.8411134)",,,
413241541,413248173,0,35230185,2,,Legault Lane,residential,,False,True,91.773,,"LINESTRING (-80.9435557 46.6519383, -80.944758 46.6519299)",,,
413241576,413144253,0,35258802,2,,Mark Street,residential,,False,True,307.083,,"LINESTRING (-81.0096929 46.6285625, -81.0095871 46.6258018)",,,
413241576,413260042,0,37344126,2,,John Street,residential,,False,True,108.734,,"LINESTRING (-81.0096929 46.6285625, -81.0111168 46.6285534)",,,
413241576,413240089,0,37344126,2,,John Street,residential,,False,False,110.543,,"LINESTRING (-81.0096929 46.6285625, -81.0087042 46.6285674, -81.0082453 46.6285697)",,,
413241872,413234110,0,35250479,2,,Odile Street,residential,,False,True,185.138,,"LINESTRING (-80.9417038 46.6483106, -80.9416794 46.6466457)",,,
413241872,413059737,0,"[37738752, 35250479]",2,,"['Saint Jacques Street', 'Odile Street']",residential,,False,False,191.027,,"LINESTRING (-80.9417038 46.6483106, -80.9417161 46.6490666, -80.9416636 46.6492465, -80.9415851 46.6493545, -80.9414021 46.6493814, -80.9406311 46.649381)",,,
413241872,413145245,0,35257245,2,,Carina Drive,residential,,False,True,273.126,,"LINESTRING (-80.9417038 46.6483106, -80.94271 46.6483021, -80.9428408 46.6482572, -80.9428033 46.6465923)",,,
413241910,413059497,0,338007717,4,80,Old Highway 69 North,secondary,60,False,False,258.187,,"LINESTRING (-81.0120091 46.5873901, -81.0115438 46.5850903)",,,
413241910,413165602,0,35258564,2,,Fleming Street,residential,,False,False,241.22,,"LINESTRING (-81.0120091 46.5873901, -81.0118085 46.5874111, -81.0115783 46.5874352, -81.0112128 46.5875252, -81.011004 46.5876332, -81.0108604 46.5877682, -81.0101949 46.5889382)",,,
413241910,413139400,0,338007717,4,80,Old Highway 69 North,secondary,60,False,True,909.1149999999999,,"LINESTRING (-81.0120091 46.5873901, -81.0121528 46.588146, -81.012166 46.588533, -81.0121269 46.58892, -81.011879 46.589694, -81.0116572 46.590072, -81.0113831 46.590432, -81.0110699 46.590774, -81.0107044 46.59108, -81.0102998 46.591368, -81.0085899 46.5924211, -81.0081069 46.5928531, -81.0079242 46.5930241, -81.0076762 46.5933391, -81.0074804 46.5936451, -81.0073238 46.5939601, -81.0071143 46.5944093)",,,
413242036,413256107,0,35246542,2,,Ironside Lake Road,residential,,False,False,81.542,,"LINESTRING (-81.0656907 46.8268093, -81.0658443 46.8268232, -81.0659885 46.8268411, -81.0661327 46.8268141, -81.0662768 46.826742, -81.0662767 46.826661, -81.0661717 46.8265531, -81.0660939 46.8264781)",,,
413242036,2600244359,0,35246542,2,,Ironside Lake Road,residential,,False,True,899.698,,"LINESTRING (-81.0656907 46.8268093, -81.0650692 46.8259554, -81.0645314 46.8253751, -81.0644656 46.8251862, -81.0644 46.8251322, -81.0643342 46.8248803, -81.0643208 46.8246643, -81.0640451 46.8243495, -81.0638877 46.8242776, -81.0635073 46.8241608, -81.063245 46.824026, -81.0628646 46.8239092, -81.062589 46.8236394, -81.0623922 46.8235405, -81.0622218 46.8235136, -81.0611467 46.8234602, -81.0603995 46.8235596, -81.0596653 46.823569, -81.0594555 46.8235511, -81.0591803 46.8236142, -81.0589051 46.8237403, -81.058656 46.8237765, -81.0582496 46.8237317, -81.058066 46.8237318, -81.0575942 46.823849, -81.0572139 46.8237862, -81.0569124 46.8238133, -81.0568124 46.8237834)",,,
413242036,2600246646,0,"[254229860, 254206820]",2,,,residential,,False,False,283.17900000000003,,"LINESTRING (-81.0656907 46.8268093, -81.0646688 46.8270104, -81.0637643 46.8271639, -81.0633925 46.8272193, -81.0631335 46.8272134, -81.0629637 46.8271215, -81.0628385 46.8270113, -81.0627848 46.8269562, -81.0626955 46.8269317, -81.0625 46.8269267, -81.0622221 46.8269197)",,,
413242036,2600081018,0,254206821,2,,,residential,,False,False,795.9949999999999,,"LINESTRING (-81.0656907 46.8268093, -81.0660474 46.8270677, -81.0663754 46.8272475, -81.0665593 46.8274634, -81.066652 46.8282733, -81.0666529 46.8289752, -81.0667324 46.8296231, -81.0667329 46.8300731, -81.0666152 46.8302981, -81.0664057 46.8305322, -81.0664453 46.8307482, -81.0667864 46.830919, -81.0677045 46.8310804, -81.0679276 46.8312602, -81.0680985 46.8315391, -81.068138 46.8317191, -81.0683146 46.8318542, -81.0685429 46.8319324, -81.0688426 46.8319909, -81.0692851 46.8322059, -81.0694372 46.8325102)",,,
413242039,413247125,0,35228980,2,,Hanna Avenue,residential,,False,False,224.21999999999997,,"LINESTRING (-80.9197046 46.6963984, -80.9194034 46.6966322, -80.9191154 46.696785, -80.918906 46.6968658, -80.9186574 46.6969287, -80.9181995 46.6969823, -80.9170485 46.6969995)",,,
413242039,413259451,0,35235925,2,,Oak Street,residential,,False,False,361.751,,"LINESTRING (-80.9197046 46.6963984, -80.9199528 46.6965516, -80.9201226 46.6967227, -80.920605 46.697785, -80.920618 46.697875, -80.9205263 46.6979199, -80.9183675 46.6983323)",,,
413242039,412985686,0,35249793,2,,Hanna Avenue,residential,,False,True,144.24099999999999,,"LINESTRING (-80.9197046 46.6963984, -80.920031 46.6960454, -80.9203358 46.6958825, -80.9208622 46.6957492, -80.921183 46.6956847)",,,
413242115,413239130,0,35246515,2,,Michelle Drive,residential,,False,True,341.27,,"LINESTRING (-80.9650214 46.6618101, -80.964958 46.6587413)",,,
413242115,413239130,1,35249434,2,,Morrie Court,residential,,False,True,729.6049999999999,,"LINESTRING (-80.9650214 46.6618101, -80.962564 46.6618183, -80.9624203 46.6617733, -80.9623681 46.6616742, -80.9622915 46.6590374, -80.9623439 46.6588395, -80.9624616 46.6587675, -80.9629321 46.6587407, -80.964958 46.6587413)",,,
413242115,413170570,0,35246515,2,,Michelle Drive,residential,,False,False,159.165,,"LINESTRING (-80.9650214 46.6618101, -80.9650601 46.662638, -80.9650466 46.663241)",,,
413243001,413209565,0,35253718,3,,Notre Dame Avenue,tertiary,,False,False,28.01,,"LINESTRING (-80.9447699 46.6530728, -80.9447697 46.6533247)",,,
413243001,4732023627,0,480189237,4,80,Notre Dame Avenue,secondary,,False,True,41.221,,"LINESTRING (-80.9447699 46.6530728, -80.944766 46.6527021)",,,
413243001,4732023629,0,480189238,4,80,Old Highway 69 North,secondary,,False,False,39.056,,"LINESTRING (-80.9447699 46.6530728, -80.9452816 46.653073)",,,
413243161,413249935,0,"[35235673, 35256172, 35229950]",2,84,Regional Road 84,secondary,,False,True,2953.8509999999997,,"LINESTRING (-80.9191079 46.6912774, -80.918616 46.6902043, -80.916651 46.6861571, -80.9164406 46.6856495, -80.9163625 46.6853831, -80.9163124 46.6851149, -80.9162487 46.684548, -80.916258 46.6842185, -80.9163191 46.6838437, -80.9165519 46.6828955, -80.9166514 46.6824361, -80.916826 46.681802, -80.9170957 46.6807717, -80.9173034 46.6799503, -80.9174803 46.6792048, -80.917834 46.6777628, -80.9180211 46.6769833, -80.9185551 46.675051, -80.9190406 46.6730686, -80.9194016 46.6715478, -80.9194336 46.671044, -80.9194357 46.6707384, -80.9194176 46.6704881, -80.9192832 46.6691974, -80.9190624 46.6677417, -80.918948 46.666835, -80.9188952 46.666461, -80.9189036 46.66613, -80.918946 46.6658846, -80.9190294 46.6656484, -80.919262 46.6652528)",,,
413243161,2547343245,0,35230427,2,97,Capreol Lake Road,secondary,,False,False,2120.8190000000004,,"LINESTRING (-80.9191079 46.6912774, -80.9188006 46.6914723, -80.9184564 46.691786, -80.9174733 46.6928962, -80.9167922 46.6935346, -80.916465 46.6936964, -80.9160725 46.6937501, -80.9122143 46.6937382, -80.9048639 46.6937773, -80.9045499 46.693804, -80.9043143 46.6938848, -80.9041179 46.6940556, -80.9039867 46.6942625, -80.9039078 46.6945054, -80.9038544 46.6951263, -80.9036557 46.6965211, -80.9034852 46.6968089, -80.9029218 46.6973304, -80.90097 46.6989216, -80.9006034 46.6991372, -80.8993728 46.6996851, -80.8987138 46.7000394)",,,
413243161,412985686,0,35257928,2,,Dennie Street,secondary,,False,False,515.01,,"LINESTRING (-80.9191079 46.6912774, -80.9193501 46.6917726, -80.919821 46.692803, -80.9208236 46.6949008, -80.9210093 46.6952922, -80.921183 46.6956847)",,,
413243760,2547343245,0,35230427,2,97,Capreol Lake Road,secondary,,False,True,2728.0919999999996,,"LINESTRING (-80.8739303 46.7115423, -80.8755262 46.7115586, -80.8769528 46.7113352, -80.8775543 46.7114528, -80.8810717 46.7123655, -80.8814248 46.7124288, -80.8817388 46.7124471, -80.8820005 46.7124114, -80.8822362 46.7123397, -80.8833497 46.7116569, -80.8836011 46.7114738, -80.8840834 46.7111896, -80.8843713 46.7111539, -80.8846852 46.7112083, -80.8852664 46.7113174, -80.8857578 46.7113263, -80.8860979 46.7113177, -80.8869412 46.7111668, -80.8878424 46.7109787, -80.8916684 46.7100008, -80.8921951 46.7097416, -80.8927219 46.7093712, -80.8929316 46.7091644, -80.8930891 46.7089126, -80.8935094 46.7080941, -80.8935361 46.7078151, -80.8934593 46.7069601, -80.8935122 46.7066272, -80.8939197 46.7056557, -80.8941035 46.7053049, -80.8955996 46.7028135, -80.8960455 46.7022289, -80.8970942 46.701087, -80.8974347 46.7008443, -80.8985872 46.7001074, -80.8987138 46.7000394)",,,
413243760,413015402,0,"[35230536, 35239564]",2,,Fire Road 6,residential,,False,True,291.43600000000004,,"LINESTRING (-80.8739303 46.7115423, -80.873813 46.7112508, -80.8737355 46.7108367, -80.8737358 46.7106837, -80.8737753 46.7105668, -80.8737628 46.7103328, -80.8736457 46.7100447, -80.8735675 46.7099276, -80.8735158 46.7096576, -80.8736873 46.7090728, -80.8737659 46.7089919)",,,
413243760,413111115,0,35241399,2,,West Bay Road,residential,,False,False,404.718,,"LINESTRING (-80.8739303 46.7115423, -80.8741255 46.7118901, -80.8740599 46.711962, -80.8739421 46.7120159, -80.8732856 46.712996, -80.8727479 46.7135534, -80.8725382 46.7136702, -80.8722895 46.7137419, -80.8717662 46.7137323, -80.8708898 46.7136323)",,,
413243760,2540763543,0,247139441,2,,Fire Route 5 Road,residential,,False,False,131.42000000000002,,"LINESTRING (-80.8739303 46.7115423, -80.873257 46.711496, -80.8731124 46.7114993, -80.8728521 46.7115356, -80.8725621 46.7115923, -80.8722484 46.7116732)",,,
413244040,413177227,0,"[35228611, 35228612, 35242703]","['1', '2']",,Ironside Lake Road,residential,,False,False,397.63100000000003,yes,"LINESTRING (-81.014107 46.8246221, -81.0137662 46.8249425, -81.0134381 46.8252251, -81.0131827 46.8254292, -81.0130322 46.8255726, -81.0126914 46.8259596, -81.0124292 46.8261936, -81.0122064 46.8263376, -81.0118917 46.8264456, -81.0116557 46.8264636, -81.0110657 46.8264187, -81.0108166 46.8263287, -81.0105806 46.8263017, -81.0102135 46.8263018)",,,
413244040,413241206,0,35228612,2,,Ironside Lake Road,residential,,False,True,4000.1059999999984,,"LINESTRING (-81.014107 46.8246221, -81.0145265 46.8243305, -81.0147231 46.8242135, -81.0151688 46.8240065, -81.0153392 46.8239614, -81.0154441 46.8238714, -81.0158243 46.8237634, -81.0162045 46.8237094, -81.0164404 46.8236193, -81.0172926 46.8235562, -81.0176072 46.8234122, -81.0182889 46.8232411, -81.01842 46.8232411, -81.0185773 46.8231421, -81.0192196 46.822962, -81.0194686 46.8227459, -81.0195996 46.822422, -81.0196913 46.822323, -81.0198748 46.8222689, -81.020019 46.8221699, -81.0201239 46.8220349, -81.0202287 46.8218189, -81.0207267 46.8216118, -81.0209103 46.8215668, -81.0210938 46.8215758, -81.0212249 46.8216477, -81.0214086 46.8219627, -81.0220775 46.8225835, -81.0223397 46.8227724, -81.0225364 46.8228804, -81.0228512 46.8231233, -81.0232707 46.8231502, -81.0234674 46.8230962, -81.0237033 46.8230691, -81.0239262 46.8231141, -81.024136 46.823204, -81.0245425 46.8232219, -81.0247784 46.8232039, -81.0251848 46.8230508, -81.0256305 46.8230237, -81.0258665 46.8230686, -81.0262861 46.8230775, -81.0265351 46.8230505, -81.0267317 46.8228435, -81.0268103 46.8226545, -81.0270723 46.8223304, -81.0274392 46.8220244, -81.0277538 46.8218263, -81.0278979 46.8216733, -81.0284221 46.8212232, -81.0288153 46.8211241, -81.0295362 46.820899, -81.0297853 46.8208629, -81.0301654 46.8206738, -81.0303619 46.8205118, -81.0308204 46.8199627, -81.0309644 46.8196117, -81.0309775 46.8194768, -81.0309249 46.8193328, -81.0309511 46.8192068, -81.0310297 46.8191348, -81.0313049 46.8190177, -81.0318555 46.8189096, -81.0321962 46.8187835, -81.0325108 46.8186304, -81.0326811 46.8184954, -81.0328777 46.8184323, -81.0330611 46.8182703, -81.0334281 46.8180992, -81.0336116 46.8180452, -81.0337557 46.8179461, -81.0339785 46.8179191, -81.0344634 46.8177119, -81.0348565 46.8174509, -81.0356823 46.8172436, -81.0368881 46.8170273, -81.0372289 46.8170271, -81.0380549 46.8171889, -81.0382909 46.8172698, -81.0385531 46.8172967, -81.0386449 46.8173326, -81.0387891 46.8173236, -81.0397461 46.8174493, -81.0398642 46.8175212, -81.0401398 46.8179081, -81.0402971 46.818007, -81.0405725 46.8180609, -81.0407953 46.8180248, -81.0409263 46.8179618, -81.0414769 46.8179166, -81.0421062 46.8179794, -81.0424733 46.8180692, -81.0428404 46.8181141, -81.0430502 46.818186, -81.0431289 46.8182669, -81.0435749 46.8185817, -81.0441256 46.8188155, -81.0446764 46.8189953, -81.0449782 46.8194361, -81.0450046 46.8195801, -81.0449393 46.8198771, -81.044743 46.8202641, -81.0447563 46.8205521, -81.0448088 46.82066, -81.0452942 46.8209658, -81.0454516 46.8210918, -81.0457534 46.8214426, -81.0459763 46.8215325, -81.0461731 46.8216494, -81.0466846 46.8218472, -81.0473797 46.8222158, -81.0476552 46.8224137, -81.0478522 46.8228186, -81.0483113 46.8231424, -81.0485081 46.8232233, -81.0493998 46.8234839, -81.0502523 46.8238614, -81.0505016 46.8240053, -81.0508297 46.8243741, -81.051092 46.824509, -81.051197 46.824599, -81.051656 46.8247337, -81.0519839 46.8248776, -81.0522464 46.8251384, -81.0524562 46.8252553, -81.0526398 46.8253002, -81.0527316 46.8253002, -81.0530986 46.82521)",,,
413244040,2600246743,0,254229858,,,,unclassified,,False,False,1125.524,,"LINESTRING (-81.014107 46.8246221, -81.0151021 46.8245983, -81.0166555 46.8248252, -81.0178599 46.8248133, -81.0193086 46.8246819, -81.0204606 46.8242639, -81.0211239 46.8240967, -81.0222584 46.8241325, -81.0233406 46.824861, -81.0241435 46.8258762, -81.0247719 46.8265688, -81.0253828 46.8269629, -81.0265174 46.8271301)",,,
